rand_25000,2.128955078125000178,96.1161
rand_50000,2.672491455078124911,115.109
rand_75000,3.037335205078124822,130.1
rand_100000,3.380725097656250178,143.183
rand_200000,4.917236328125000000,209.103
rand_300000,6.040020751953124822,250.682
rand_400000,6.907055664062499822,277.751
rand_500000,7.543286132812499822,308.691
rand_600000,8.370471191406249289,346.761
rand_700000,9.028466796874999645,383.578
rand_800000,10.119506835937500000,433.548
rand_900000,10.986486816406250355,477.013
rand_1000000,12.025421142578125000,534.548
qb_25000,2.061358642578125178,92.8474
qb_50000,2.423394775390625089,108.902
qb_75000,2.652392578125000178,115.74
qb_100000,2.914196777343749822,127.775
qb_200000,4.063281250000000178,173.154
qb_300000,4.744091796874999822,202.547
qb_400000,5.384423828124999645,234.23
qb_500000,5.988848876953125178,259.56
qb_600000,6.434936523437500000,284.851
qb_700000,7.141632080078125000,319.982
qb_800000,8.093786621093750355,361.594
qb_900000,8.978167724609374289,405.269
qb_1000000,9.873223876953124645,447.806
rev_25000,4.486846923828125000,199.597
rev_50000,7.490948486328124822,348.333
rev_75000,9.825054931640625711,472.823
rev_100000,12.874206542968750000,628.408
rev_200000,24.571771240234376421,1213.23
rand_25000,4.188623046874999645,76.2611
rand_50000,4.757281494140625178,91.562
rand_75000,5.192065429687500178,102.56
rand_100000,5.171417236328125000,110.502
rand_200000,6.380603027343750178,153.537
rand_300000,7.872930908203125355,196.852
rand_400000,8.927606201171874645,231.145
rand_500000,9.852685546874999645,265.078
rand_600000,10.694244384765625000,299.348
rand_700000,11.308276367187499289,339.497
rand_800000,12.031610107421874645,371.418
rand_900000,13.041406249999999645,410.164
rand_1000000,13.465917968750000355,440.877
qb_25000,3.482543945312500000,66.106
qb_50000,4.216687011718749822,79.3315
qb_75000,4.550219726562500178,91.286
qb_100000,4.657263183593750355,98.9682
qb_200000,6.171142578125000000,136.457
qb_300000,6.863098144531250000,173.722
qb_400000,7.392102050781249822,203.145
qb_500000,8.070184326171874645,235.847
qb_600000,8.579260253906250355,257.15
qb_700000,9.312420654296875711,288.935
qb_800000,9.956896972656249289,323.144
qb_900000,10.933477783203125355,359.77
qb_1000000,11.695501708984375355,389.669
rev_25000,3.576745605468750089,66.3649
rev_50000,4.208587646484375000,79.9471
rev_75000,4.437194824218750000,87.3336
rev_100000,4.770910644531250355,97.6178
rev_200000,5.978247070312500355,136.416
