c ; 136.179992675781250000, 76.765014648437500000,  ,  ,  10646.9 
c ; 44.440856933593750000, 25.791687011718750000,  ,  ,  3491.99 
c ; 6.052673339843750000, 3.692443847656250000,  ,  ,  446.894 
c ; 3.225097656250000000, 1.897583007812500000,  ,  ,  249.126 
c ; 3.277709960937500000, 1.954162597656250000,  ,  ,  238.093 
c ; 1.823608398437500000, 0.989318847656250000,  ,  ,  145.302 
c ; 20.368896484375000000, 12.012573242187500000,  ,  ,  1528.52 
c ; 10.411926269531250000, 6.194824218750000000,  ,  ,  801.148 
c ; 22.868164062500000000, 13.560302734375000000,  ,  ,  1722.13 
c ; 103.515563964843750000, 60.918395996093750000,  ,  ,  7770.83 
