c ; 0.031677246093750000, 0.019409179687500000,  ,  ,  2.058 
c ; 0.030700683593750000, 0.019042968750000000,  ,  ,  2.926 
c ; 0.052673339843750000, 0.033569335937500000,  ,  ,  2.596 
c ; 0.038085937500000000, 0.025085449218750000,  ,  ,  2.499 
c ; 0.058166503906250000, 0.039611816406250000,  ,  ,  2.171 
c ; 0.032043457031250000, 0.022033691406250000,  ,  ,  2.057 
c ; 0.046264648437500000, 0.031677246093750000,  ,  ,  2.105 
c ; 0.041748046875000000, 0.026916503906250000,  ,  ,  2.645 
c ; 0.061218261718750000, 0.040405273437500000,  ,  ,  2.737 
c ; 0.044128417968750000, 0.030578613281250000,  ,  ,  2.204 
